text,emotion,emotion_label_1,emotion_label_2,combined_emotions_list
"Ugh, I can't believe you did that again! 😤 Didn't I make it clear how important this was to me? 🙄 Why do you always have to make things so difficult?",anger,anger,,['anger']
"Ugh, I can't believe you would say something so insensitive! Are you kidding me right now? How could you possibly think that's okay? 😡",anger,anger,,['anger']
"Ugh, I can't believe you're still insisting on doing this stupid thing! Don't you have anything better to do with your time? 😤",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan when I've made it clear how I feel! Don't you get that I'm not on board with this at all? Can't you just listen to me and respect my boundaries for once?",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan! Don't you have any sense of decency? 😡",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan! Have you lost your mind? I'm so done with this conversation.",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan. Can't you see how annoyed and frustrated I am?!",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan. Don't you have any sense of decency?! 😡 #angry",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan. Don't you know how I feel? I'm so angry and frustrated with you right now.",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this crazy plan. I've already told you how I feel, but you won't listen. This is so frustrating!",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing for this plan when I've already made it clear how I feel. You're not listening to me at all and it's really frustrating. Can't we just do something else for once?",anger,anger,,['anger']
"Ugh, I can't believe you're still pushing this ridiculous idea. Have you not heard a single word I've said?!",anger,anger,,['anger']
"Ugh, I can't believe you're still trying to push this plan on me when I've made it clear I don't want to do it. Can't you just respect my feelings for once? This is so frustrating.",anger,anger,,['anger']
"Ugh, seriously? You think that's funny? You're so insensitive and inconsiderate. Can't you see how my feelings are being hurt right now?",anger,anger,,['anger']
"Ugh, seriously? You're canceling plans AGAIN?! 😡 I can't take it anymore, this is ridiculous!",anger,anger,,['anger']
"Ugh, seriously? You're still pushing this ridiculous conspiracy theory? Get over it already, it's not a real thing!",anger,anger,,['anger']
"Ugh, seriously?! That's so frustrating and unfair. I can't believe this is happening right now!",anger,anger,,['anger']
"Ugh, seriously?! That's so frustrating! Can't they just get their act together?",anger,anger,,['anger']
"Ugh, seriously?! That's so frustrating! I can't believe they did that again.",anger,anger,,['anger']
"Ugh, seriously?! That's so frustrating! 😡",anger,anger,,['anger']
"Ugh, seriously?! This is so frustrating! How can they keep doing this to us?",anger,anger,,['anger']
"Ugh, seriously?! This is so frustrating! How can they keep messing things up like this?",anger,anger,,['anger']
"Ugh, seriously?! This is so frustrating! How could they do this to us?!",anger,anger,,['anger']
"Ugh, seriously?! You expect me to believe that?! I can't even right now 😡",anger,anger,,['anger']
"Ugh, seriously?! You expect me to believe that?! 😤",anger,anger,,['anger']
"Ugh, seriously?! You think that's okay?! How can you not see how wrong that is?!",anger,anger,,['anger']
"Ugh, seriously?! You think that's okay?! 😤",anger,anger,,['anger']
"Ugh, seriously?! You're actually going to do that?! I can't believe you'd stoop so low! 😡",anger,anger,,['anger']
"Ugh, seriously?! You're actually still defending that idiot's actions?! Get with the program people, they're not fooling anyone!",anger,anger,,['anger']
"Ugh, seriously?! You're kidding me right?! How can you say something so insensitive and ignorant?! I can't believe you'd even suggest such a thing! #anger #frustration #notimely",anger,anger,,['anger']
"Ugh, seriously?! You're kidding me right?! This is ridiculous and unfair. Can't believe I'm wasting my time on this crap.",anger,anger,,['anger']
"Ugh, seriously?! You're still pushing this ridiculous idea?! I can't believe you're wasting my time with this nonsense. #anger #frustration",anger,anger,,['anger']
"Ugh, seriously?! 😡 You think that's okay?! 🙄 I can't believe you would say something so insensitive! 💔",anger,anger,,['anger']
"Ugh, seriously?! 😤 That's so unfair and frustrating! Why can't they just do what they're supposed to do for once?!",anger,anger,,['anger']
"WTF dude, I can't believe that just happened! 😤 I'm so angry right now, how could they do that to us?!",anger,anger,,['anger']
WTF just happened?! I can't believe he did that to me again 😤,anger,anger,,['anger']
WTF just happened?! I can't believe that ass hole pulled that move on us again! 😤💔,anger,anger,,['anger']
WTF just happened?! I can't believe they did that to us again! 😤🔥,anger,anger,,['anger']
WTF just happened?! I can't believe they did that! 😤👊,anger,anger,,['anger']
"WTF, seriously?! I can't believe that just happened! 😤 I'm so angry and frustrated right now.",anger,anger,,['anger']
WTF? Are you serious right now? That's so frustrating! 😡,anger,anger,,['anger']
WTF?! Are you kidding me right now?! I can't believe you would say something so insensitive and hurtful. Grow up and get a clue!,anger,anger,,['anger']
WTF?! Are you kidding me right now?! That's so frustrating! 😡,anger,anger,,['anger']
WTF?! Are you kidding me right now?! 😡 That's so unfair and frustrating. Why did that have to happen?!,anger,anger,,['anger']
WTF?! Are you kidding me right now?! 😤,anger,anger,,['anger']
WTF?! Are you serious? That's so frustrating! Can't you see how wrong that is?!,anger,anger,,['anger']
WTF?! Are you serious? That's so frustrating! 😡,anger,anger,,['anger']
WTF?! Did you just hear about that stupid new policy?! Unbelievable that they would do this to us. #anger #frustration,anger,anger,,['anger']
WTF?! How could they do this?! This is so unfair and unjust. I'm beyond angry right now.,anger,anger,,['anger']
WTF?! I can't believe they did that! 😤 How could they be so reckless and irresponsible? 😡 This is unacceptable and I'm fuming right now.,anger,anger,,['anger']
WTF?! That is so unfair and unjust! How could they do this to innocent people? 😤,anger,anger,,['anger']
WTF?! That's so messed up...I can't believe they did that!,anger,anger,,['anger']
WTF?! 😤 Did you hear about that new policy? It's completely unfair and discriminatory. How can they do this?,anger,anger,,['anger']
WTF?! 😤 Did you hear about that new policy?! It's totally unfair and unjust. How could they do this to people?! 😡 #anger,anger,anger,,['anger']
WTF?! 😤 I can't believe they did that! This is so frustrating and unfair. 🤯,anger,anger,,['anger']
WTH just happened?! I can't believe he did that to us! 😤👊,anger,anger,,['anger']
WTH?! You know how I've been trying to reach you for days and you're not answering?! Now you finally respond and it's just a bunch of nonsense?! GET BACK TO ME AND ANSWER MY QUESTIONS ALREADY!,anger,anger,,['anger']
WTH?! You think that's okay?! I can't believe you did that without even consulting me! 😡,anger,anger,,['anger']
WTH?! 😤 Did you hear about that new policy? It's totally unfair and goes against everything we stand for. I can't believe they're doing this!,anger,anger,,['anger']
"Woah, are you serious? That's so unfair! I can't believe you're pulling this crap right now 😡",anger,anger,,['anger']
"Woah, are you serious?! That's so frustrating! 😡",anger,anger,,['anger']
"Woah, are you serious?! That's so frustrating! 😤",anger,anger,,['anger']
"Woah, are you serious?! That's so frustrating! 😤 Can you believe they would do that?!",anger,anger,,['anger']
"Woah, are you serious?! That's so frustrating! 😤 I can't believe they would do that to you 🤯 Hope you're doing okay after this whole ordeal 🤞",anger,anger,,['anger']
"Woah, are you serious?! That's so frustrating/angry! I can't believe that just happened.",anger,anger,,['anger']
"Woah, are you serious?! That's so ridiculous and unfair! I can't believe you're expecting me to just roll with this crap. 😡",anger,anger,,['anger']
"Woah, are you serious?! That's so unfair and frustrating! 😡",anger,anger,,['anger']
"Woah, are you serious?! That's super frustrating! I can't believe you would say something so insensitive.",anger,anger,,['anger']
"Woah, really? That's messed up! I can't believe you would say something so insensitive and hurtful. Anger doesn't even begin to cover it.",anger,anger,,['anger']
"Woah, really? That's messed up! I can't believe you would say something so insensitive and hurtful. How could you be so thoughtless?",anger,anger,,['anger']
"Woah, really? That's messed up! I can't believe you'd say something like that 😤",anger,anger,,['anger']
"Woah, really? That's so frustrating! I can't believe they did that 😤",anger,anger,,['anger']
"Woah, really?! Did you just say that?! Are you kidding me right now?! 😤 That's so not cool, dude! 🙄",anger,anger,,['anger']
"Woah, seriously? That's messed up! I can't believe you did that without even consulting me first 😤",anger,anger,,['anger']
"Woah, seriously? That's so frustrating! I can't believe you did that without even talking to me first 😤",anger,anger,,['anger']
"Woah, seriously?! That's so annoying! 😤 Can you believe it?",anger,anger,,['anger']
"Woah, seriously?! That's so frustrating! 😤 I can't believe you would do something like that without even thinking about how it would affect me.",anger,anger,,['anger']
"Woah, seriously?! That's so unfair! Are you kidding me right now?! 😤 I can't believe you would say something like that and expect me to just roll with it. Not today, no thanks.",anger,anger,,['anger']
"Woah, seriously?! You did what?! Are you kidding me right now?! 😤🔥",anger,anger,,['anger']
"Woah, seriously?! You're actually going to do that?! Are you kidding me right now?! 😤🔥",anger,anger,,['anger']
"Woah, seriously?! You're gonna blame me for your own mistakes?! That's some serious BS. Get your act together and stop trying to make me out to be the bad guy here.",anger,anger,,['anger']
"Woah, seriously?! 😤 You're kidding me right?! That's so unfair and uncool! 🙄 Can you believe it?",anger,anger,,['anger']
"Wow, I can't believe that just happened! Are you kidding me?! 😤 That's so unfair and frustrating!!",anger,anger,,['anger']
"Wow, I can't believe that just happened! I'm so angry right now, I can feel my blood boiling. How could they do this to us?!",anger,anger,,['anger']
"Wow, I can't believe you did that! Are you kidding me? 😤 I'm so angry right now.",anger,anger,,['anger']
"Wow, I can't believe you did that! Are you kidding me? 😤 That's so frustrating and inconsiderate. Can't you see how much trouble you've caused? 🙄",anger,anger,,['anger']
"Wow, I can't believe you did that! Are you kidding me? 😤 That's so frustrating and unfair. Can't we just have a decent conversation without all these obstacles getting in the way? 🙄",anger,anger,,['anger']
"Wow, are you kidding me right now?! That's so frustrating! I can't believe you would say something so insensitive and hurtful. #anger #frustration",anger,anger,,['anger']
"Wow, are you kidding me? That's outrageous! How could they do that? 😤",anger,anger,,['anger']
"Wow, are you kidding me? That's so messed up! I can't believe they did that 😤",anger,anger,,['anger']
"Wow, are you kidding me?! That is so infuriating! How could they do that?! 😡 #anger",anger,anger,,['anger']
"Wow, are you serious?! Like, I can't even right now. This is just so messed up and I'm seriously pissed off.",anger,anger,,['anger']
"Wow, are you serious?! That is so unfair and unjust. I can't believe you're saying that after everything we've been through together. How could you even suggest something like that?!",anger,anger,,['anger']
"Wow, are you serious?! That's so frustrating! I can't believe you think that's okay. 😡",anger,anger,,['anger']
"Wow, are you serious?! That's so frustrating! I can't believe you would do that without even considering how it would affect me. 😤",anger,anger,,['anger']
"Wow, are you serious?! That's so frustrating! 😡",anger,anger,,['anger']
"Wow, are you serious?! That's so frustrating! 😤",anger,anger,,['anger']
"Wow, are you serious?! That's so ridiculous and unfair! I can't believe you'd even suggest such a thing. 😤",anger,anger,,['anger']
"Wow, are you serious?! That's totally unacceptable! How could they do something so blatantly wrong and hurtful? 😡",anger,anger,,['anger']
"Wow, really? That's just great. Another one of your brilliant ideas that will totally backfire. Can't wait to see how this turns out 😡",anger,anger,,['anger']
"Wow, really? That's just great. Another thing that goes wrong today. 😡 Can't anything ever go right around here?",anger,anger,,['anger']
"Wow, really? That's messed up. I can't believe you would say something so hurtful.",anger,anger,,['anger']
"Wow, really?! That's so frustrating 😡 I can't believe you would say something like that and expect me to just let it slide 🙄 #anger #frustration #don'tmesswithme",anger,anger,,['anger']
"Wow, seriously? That's just great. You had to go and do something stupid like that right after I told you how much I rely on you. Thanks for making my day even worse.",anger,anger,,['anger']
"Wow, seriously? That's so frustrating! I can't believe you did that again 😡",anger,anger,,['anger']
"Wow, seriously? That's so frustrating! I can't believe you did that again. 😡",anger,anger,,['anger']
"Wow, seriously? You think that's okay? Are you kidding me right now? 😡",anger,anger,,['anger']
"Wow, seriously?! That's so frustrating! I can't believe they would do something like that after all we've been through. #anger #frustration",anger,anger,,['anger']
Wtf are you serious?! You're gonna cancel plans AGAIN?! Can't you just make up your mind for once?! 😡,anger,anger,,['anger']
Wtf just happened?! I can't believe they did that! 😤,anger,anger,,['anger']
omg i am so fed up with this situation right now 😤,anger,anger,,['anger']
"😤 Wow, I can't believe that just happened! How could they do something so messed up? 😡",anger,anger,,['anger']
😤👀 Did you hear about that latest scandal?! 💣 It's infuriating that they would do something like that and get away with it! 🙄,anger,anger,,['anger']
"Ugh, I can't believe I have to deal with this again. *sigh* Why do I always get stuck with the annoying tasks? Can't someone else handle them for once?",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe I have to deal with this again. Why do I always get stuck with all the tedious tasks? It's so frustrating!",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe I have to deal with this again. 😩 This is so frustrating! Why do things always have to be so complicated?",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe I have to deal with this stupid meeting again. It's already been postponed three times and now it's supposed to happen tomorrow afternoon. Can't these people make up their minds?! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that idiot at work spilled coffee all over my new computer again. Grrr...",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that idiot pulled another power play at the meeting today. Like, seriously, can't they just listen to others for once? 😠",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that idiot ruined the party again last night! 😡 I swear, it's like they have a personal vendetta against fun...",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that idiot ruined the whole party with their terrible music choices. Now everyone is stuck listening to this awful DJ for the rest of the night 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that idiot spilled coffee all over my new shirt again. Like, I get it, accidents happen, but come on, man! Can't you just keep your caffeine-addled hands to yourself for once? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that just happened again! 😤 Why do these things always have to go wrong? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that just happened. So frustrating 😡.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that thing happened again! So frustrating 😠",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe that thing happened again! So frustrating 😩",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe we had to deal with that mess at the restaurant again. I swear, it's like they don't even care about their customers. So frustrating.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe we have to go through that again. It's so frustrating and time-consuming. Can't they just fix it already? 😩",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you did that again! *rolls eyes* I swear, every time we go out, you manage to find a way to mess things up. Can't you just try to be normal for once? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you did that again! 😒 Didn't I already tell you not to do that? 🙄 Can't you listen to me for once?",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you did that again! 😡 Didn't I just tell you to be more careful with those files? Now they're all messed up and I have to fix them. Great, just great... 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you did that again! 🙄 Can't you just follow through on something for once? It's really frustrating.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you just did that! 😡 Didn't I specifically tell you not to touch my stuff? 🙄 Now I have to deal with this mess all over again. 🤬",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you just said that! 🙄 Don't you know better than to bring up such a trivial matter right now? 😒 Can't we talk about something else for once? 🙏",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you would say something so ridiculous! Did you even think before speaking? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still dragging your feet on this project. It's been weeks and we're running out of time. Can you please just get it done already?!",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still going on about that! Can't you just let it go already? It's so frustrating.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still going on about that. It's so trivial compared to everything else happening in the world right now. Can't you just let it go?",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this crazy plan. Can't we just do something normal and boring instead? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this crazy plan. Can't we just do something normal and easy for once? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this crazy plan. Can't you see how unrealistic it is? I've already told you why it won't work and yet you're still insisting on going through with it. Just drop it already!",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this crazy plan. Don't you have any other ideas? I'm so done with hearing about it.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this crazy plan. Don't you have anything better to do with your time? Can't you just drop it already?",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this plan when I've already expressed my annoyance about it multiple times. Can't you just listen to me and understand where I'm coming from? It's really frustrating to keep having to repeat myself.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this stupid plan. Can't we just do something else? I'm so sick of hearing about it.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this trip. Can't we just do something else for once? I'm so sick of always having to do what everyone else wants.",annoyance,annoyance,,['annoyance']
"Ugh, I can't believe you're still pushing for this trip. Can't you see how I'm feeling? I'm so not in the mood and I don't want to go. Your constant nagging is really starting to annoy me.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! I was so annoyed when that happened. How did you manage to get us into this mess again?",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! I was totally expecting that to happen and it still managed to surprise me. 🙄 Can you believe it?",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was so lit but then the damn fire alarm went off and ruined everything 🙄"".",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. I was really looking forward to it and then the sound system messed up and we could barely hear anything. It was so frustrating 😡.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. I was really looking forward to seeing them live and they just didn't deliver. It's so frustrating when things don't go as planned.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. I was really looking forward to seeing them live, but they just didn't deliver. Their music sounded so flat and uninspired. 🙄",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. The band was meh and the sound quality was terrible. I can't believe we drove all the way there and wasted our whole weekend on it.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. The band was meh and the sound quality was terrible. I can't believe we drove all the way to the city just for that rubbish.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a disappointment. The music was meh and the crowd was rowdy AF. Total waste of money.",annoyance,annoyance,,['annoyance']
"Ugh, I know right?! That concert was such a mess. The sound quality was awful and the crowd was super rowdy. Couldn't even enjoy the music properly 🙄",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got caught cheating again? Like, seriously, how many times is he going to get away with this? It's so frustrating!",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got caught cheating again? 🙄 I swear, can't these people just learn from their mistakes? 🤦‍♀️ It's so frustrating!",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got caught cheating in the latest exam? Like, seriously, how hard is it to study and actually pass without resorting to unfair means? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got caught cheating in the latest scandal? Like, seriously, how gullible do they think people are? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got caught stealing from work again? Like, seriously, how many times is this guy going to get away with this crap before someone finally takes action? It's so frustrating!",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that idiot who just got elected into office? Like, seriously, how did they even manage to win? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that stupid new policy? So frustrating 🙄",annoyance,annoyance,,['annoyance']
"Ugh, did you hear about that stupid new policy?! It's so frustrating and unfair. Why do they always have to make things more difficult for us? 😩",annoyance,annoyance,,['annoyance']
"Ugh, really? That's so annoying. Can't you just do something else for once?",annoyance,annoyance,,['annoyance']
"Ugh, really? That's so frustrating! Can't you just do something else for once?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? Again? Can't you just leave me alone for once?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's just great. Can we please not do this right now?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's just great. I can't believe you did that again. 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's so annoying! 😡",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's so frustrating! Can't they just get their act together?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's so frustrating! Can't you just do something original for once?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's so frustrating! 😡 Can you believe that just happened?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's so frustrating. 🙄 Can we please just talk about something else?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? That's what you're going with? How original. 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously? This again? Can't you come up with something new to talk about?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You had to go and do that again? 😒 I can't believe you're still doing this thing that annoys me so much. Can't you just stop already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You're still going on about that? Can't you just drop it already?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You're still going on about this? Can't you just drop it already?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You're still going on about this? Can't you just let it go already?",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You're still going on about this? Can't you just let it go already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously? You're still hung up on that? Can't you just move on already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! Again?! Can't you just give me a break for once?!",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! Another meeting today?! Can't we just do it over Zoom already?!",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! Another meeting today?! Can't we just email our updates instead of wasting more time in that cramped conference room?",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! Another meeting today?! Can't we just have them all on Zoom already?! 😩",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! Can't you see I'm busy right now?! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! I can't believe you just said that. 😒",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! I can't believe you would even suggest that! Are you kidding me right now? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! That's so frustrating! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! This conversation has been going on for hours and we're no closer to a resolution?! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! This is getting ridiculous. Can we just have a normal conversation without all these silly games?",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! You're still bringing up that same old argument? Can't we just move on already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! You're still going on about this? Can't you just let it go already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! You're still pushing for that stupid plan? I can't believe you're not taking my feelings into account. This is so frustrating.",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! You're still pushing that ridiculous idea? I can't believe you're wasting my time with this nonsense. Give it up already!",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! You're still stuck on that? Can't you move on? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 😒",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 😒 Did you really just say that?! 🙄 I can't believe it. 🙁",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 😒 I can't believe you're still dragging this out. Can't we just move on already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 😒 That's so annoying! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 😩 You're still going on about this? Can't you just let it go already? 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 🙄",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 🙄 Can't you see I'm busy right now?!",annoyance,annoyance,,['annoyance']
"Ugh, seriously?! 🙄 That's so annoying! 😩 Can't you see I'm trying to focus here?!",annoyance,annoyance,,['annoyance']
Awesome! I can't wait for our adventure 😃🌄 Excited to see where it takes us 🚀,"anticipation, excitement",anticipation,excitement,['excitement']
Awesome! I can't wait for our adventure 😃🌄 It's going to be so much fun! Let's make some amazing memories together 💖,"anticipation, excitement",anticipation,excitement,['excitement']
Awesome! I can't wait for our adventure 😍 It's going to be so much fun and I'm already getting excited 🤩 Let's make some amazing memories together!,"anticipation, excitement",anticipation,excitement,['excitement']
Awesome! I can't wait for our adventure 😍 excited to see where it takes us 🚀,"anticipation, excitement",anticipation,excitement,['excitement']
Awesome! I'm so down for whatever adventure we have planned 😍 Can't wait to spend the day with you and make some unforgettable memories together 💖,"anticipation, excitement",anticipation,excitement,['excitement']
Awesome! I'm so down for whatever adventure you have planned 😃 Can't wait to see where this takes us 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
Can't wait for the concert tonight! The energy is already building and I know it's going to be an epic night 🎉🎶,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I CAN'T WAIT FOR THIS WEEKEND! *insert excited emoji* I've been counting down the days and it's finally here 😍 Can we please make it a night to remember? 💃🏽🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I CAN'T WAIT FOR TONIGHT! 🤩 The concert is going to be EPIC and I know we're going to have so much fun 🎉 Can you believe it's finally here? 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I am so down for this! 😍 Can't wait to see what you have planned! 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I am so excited for the weekend! I can't wait to hang out with you and do some fun stuff 😃🎉 Can we plan something already? 🤔,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I am so excited for tonight! The concert is going to be lit 🔥🎉 Can't wait to see my favorite band live 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I am so excited for tonight! 😍 Can't wait to see you and have some fun 🎉 Let's make this night unforgettable!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I am soooo excited for tonight! I can't believe we finally get to see them live 😍 Can't wait to dance the night away with you 💃🏽🕺🏻,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it! Are you serious? 😍 I'm so excited for next weekend already! 🎉 Can we count down together? 🕰️ #excited #anticipation,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it! 😍 Are you serious? 🤔 Can't wait to see what happens next! 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it! 😍 Are you serious? 🤩 Can't wait for this weekend 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's almost time for the concert! I've been waiting months for this and I'm so ready to dance the night away 🎉🎶 Can't wait to see the headlining act live and let loose with my friends 😍,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally happening! 😍 I've been waiting for this moment for ages and I'm so excited to see it all play out. This is going to be epic! 🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally happening! 😍 I've been waiting for this moment for ages and I'm so excited 🎉 It's going to be a blast! 💥,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally happening! 😍 I've been waiting for this moment for so long and I'm beyond excited 💥 Can't wait to see you and make some amazing memories together 💕,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally happening! 😍 I've been waiting for this moment for what feels like forever! 💖 Can't wait to see you and make some magic happen! 🔥❤️,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally happening! 😍 The countdown is on and I'm beyond excited! 🎉 Can't wait to see what you have planned 🤔,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe it's finally here! The concert we've been waiting for all year is tonight 🎉🎶 Can't wait to see our favorite band live and rock out with everyone 🤩,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we finally get to see our fave band live tonight! 😍 The anticipation is killing me! 🤩 I'm so excited to hear them play their new album in person 🎶 Can't wait for the show to start!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going on that adventure together! I've been waiting for this for ages and I'm so excited! It's going to be lit 🔥🎉,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going on that adventure together! I've been waiting for this moment for ages and I'm so excited to share it with you. Let's make sure to take lots of pictures and have an epic time!,"anticipation, excitement",anticipation,excitement,['excitement']
OMG I can't believe we're finally going on that adventure we've been planning for months! I'm so excited and ready for an epic time 😍 Can't wait to hit the road and make some unforgettable memories with you 🚗🏜️,"anticipation, excitement",anticipation,excitement,['excitement']
